HGNC.symbol,UniProt.Ac
TBX22,Q9Y458
CCKBR,P32239
HN1,Q9UK76
PPP1R1C,Q8WVI7
PRF1,P14222
DDB1,Q16531
SPTLC3,Q9NUV7
SPINK4,O60575
GDI1,P31150
SKAP1,Q86WV1
AHI1,Q8N157
RGCC,Q9H4X1
SNPH,O15079
PHEX,P78562
DRG1,Q9Y295
MX1,P20591
TMEM62,Q0P6H9
MFN1,Q8IWA4
ZYG11A,Q6WRX3
SLC25A35,Q3KQZ1
ZNF645,Q8N7E2
ISM1,B1AKI9
PLBD2,Q8NHP8
MAPK3,P27361
DGCR8,Q8WYQ5
SLC18A1,P54219
ZNF786,Q8N393
GMIP,Q9P107
POLE4,Q9NR33
DDX53,Q86TM3
OSGEPL1,Q9H4B0
WDR27,A2RRH5
PTPRR,Q15256
BCL3,P20749
ATP10B,O94823
LYZL2,Q7Z4W2
PRKCE,Q02156
FAM213A,Q9BRX8
PTCHD1,Q96NR3
DVL1,O14640
DRGX,A6NNA5
TRAPPC12,Q8WVT3
NEUROG2,Q9H2A3
PRKCDBP,Q969G5
PPP1R3A,Q16821
HAPLN1,P10915
PRELID2,Q8N945
BAG1,Q99933
LIPK,Q5VXJ0
SNW1,Q13573
MRAS,O14807
SSX7,Q7RTT5
GPR111,Q8IZF7
C6orf120,Q7Z4R8
LPCAT4,Q643R3
IL36A,Q9UHA7
PGGT1B,P53609
GLO1,Q04760
PRDX4,Q13162
ALPK2,Q86TB3
HAGH,Q16775
G3BP2,Q9UN86
VPS4A,Q9UN37
HHAT,Q5VTY9
ECHDC2,Q86YB7
CBLC,Q9ULV8
KCNMA1,Q12791
SNX3,O60493
SSX2,Q16385
PPP1CA,P62136
NXPH4,O95158
GPD1,P21695
UNC13D,Q70J99
DBNL,Q9UJU6
TASP1,Q9H6P5
KBTBD8,Q8NFY9
ORMDL1,Q9P0S3
DDX42,Q86XP3
TRPC7,Q9HCX4
NUP188,Q5SRE5
NUP107,P57740
ERCC6,Q03468
NLRP4,Q96MN2
FAHD1,Q6P587
NIPBL,Q6KC79
ZNF438,Q7Z4V0
ITGA7,Q13683
GPR115,Q8IZF3
TMPRSS2,O15393
CHMP5,Q9NZZ3
TDP2,O95551
CALCB,P10092
MFAP5,Q13361
ZNF561,Q8N587
EDIL3,O43854
GPD2,P43304
PDP1,Q9P0J1
COG8,Q96MW5
NLRP13,Q86W25
SMPD1,P17405
FAM60A,Q9NP50
HOXB1,P14653
GCKR,Q14397
TRMT2A,Q8IZ69
PHF10,Q8WUB8
LACE1,Q8WV93
NCK2,O43639
RBPJ,Q06330
NAT8,Q9UHE5
NARG2,Q659A1
RUNX3,Q13761
HOXB2,P14652
IL17RC,Q8NAC3
SKOR1,P84550
MTMR12,Q9C0I1
TCTE3,Q8IZS6
CCDC112,Q8NEF3
TBC1D10C,Q8IV04
NOL4,O94818
KCNH1,O95259
ZKSCAN3,Q9BRR0
C19orf82,K7EIQ3
NLRP8,Q86W28
DNAJB11,Q9UBS4
LGALS9,O00182
C4orf21,Q86YA3
DDX27,Q96GQ7
EIF4ENIF1,Q9NRA8
ATP6V1B2,P21281
CAB39,Q9Y376
C17orf96,A6NHQ4
FSTL4,Q6MZW2
VPS54,Q9P1Q0
PRUNE,Q86TP1
TACC2,O95359
KAT7,O95251
VWA8,A3KMH1
MALT1,Q9UDY8
ZSCAN12,O43309
LRRIQ4,A6NIV6
ZBTB9,Q96C00
HOXB3,P14651
RSBN1L,Q6PCB5
NLRP5,P59047
PDE1A,P54750
MEIOB,Q8N635
PTGER4,P35408
RIPK4,P57078
TMBIM1,Q969X1
ACOT9,Q9Y305
TPRKB,Q9Y3C4
BCAM,P50895
ZNF787,Q6DD87
ZNF511,Q8NB15
ADAMTS14,Q8WXS8
ZNF562,Q6V9R5
WNT3,P56703
PRLR,P16471
HS3ST6,Q96QI5
SH3GLB2,Q9NR46
ZSCAN23,Q3MJ62
LRRC31,Q6UY01
SUCLG2,Q96I99
HIST1H4C,P62805
BAK1,Q16611
PARL,Q9H300
ZNF445,P59923
KIAA0100,Q14667
TMEM60,Q9H2L4
HLA-C,Q29865
ESF1,Q9H501
ZNF444,Q8N0Y2
OPN5,Q6U736
TTC33,Q6PID6
SDCBP2,Q9H190
CDH17,Q12864
WNT9B,O14905
MLLT6,P55198
EP400NL,Q6ZTU2
MSRB1,Q9NZV6
AHSG,P02765
FAM46D,Q8NEK8
GABRB2,P47870
NOLC1,Q14978
ENO4,A6NNW6
SHMT2,P34897
MXRA8,Q9BRK3
RCOR3,Q9P2K3
INSC,Q1MX18
TNF,P01375
RBMY1E,A6NEQ0
GPX6,P59796
FOXP2,O15409
RAB6B,Q9NRW1
CLPS,P04118
ERMARD,Q5T6L9
COL6A6,A6NMZ7
LHFPL5,Q8TAF8
FOXO3,O43524
ANKRD1,Q15327
ZNF425,Q6IV72
RPL3L,Q92901
SDS,P20132
SAT1,P21673
HIST1H1T,P22492
VEGFA,P15692
GMCL1,Q96IK5
PSMA6,P60900
PIAS1,O75925
NEIL3,Q8TAT5
ATP13A1,Q9HD20
PDE6B,P35913
HIST1H2BC,P62807
SAMD7,Q7Z3H4
TTC30B,Q8N4P2
IL36B,Q9NZH7
SCP2,P22307
ABCA9,Q8IUA7
TTC30A,Q86WT1
FAM73B,Q7L4E1
C2orf16,Q68DN1
FAM21C,Q9Y4E1
GOSR2,O14653
BNIPL,Q7Z465
CARNS1,A5YM72
ZNF852,Q6ZMS4
DENND5B,Q6ZUT9
TACR1,P25103
HIST1H2AC,Q93077
MRPL12,P52815
TUBG1,P23258
FKBP1A,P62942
NDUFB10,O96000
TBATA,Q96M53
FANK1,Q8TC84
RANBP1,P43487
NFX1,Q12986
DAK,Q3LXA3
PRKAA1,Q13131
USO1,O60763
LIPN,Q5VXI9
AGA,P20933
GCLC,P48506
POC1B,Q8TC44
FAM50A,Q14320
GOLGA8A,A7E2F4
IMPG1,Q17R60
FAM19A1,Q7Z5A9
SYF2,O95926
CCDC114,Q96M63
AURKAIP1,Q9NWT8
TRAF5,O00463
C2orf40,Q9H1Z8
EVA1A,Q9H8M9
PDF,Q9HBH1
DLL1,O00548
DNAJC27,Q9NZQ0
SSX2B,Q16385
SDSL,Q96GA7
GRXCR2,A6NFK2
GEM,P55040
CORO1A,P31146
FAM19A4,Q96LR4
RD3,Q7Z3Z2
APOO,Q9BUR5
DGKH,Q86XP1
DDX51,Q8N8A6
SLC30A1,Q9Y6M5
ZKSCAN7,Q9P0L1
C14orf178,Q8N769
PGBD3,Q8N328
TRPV6,Q9H1D0
GPX5,O75715
ITM2C,Q9NQX7
SPOCK1,Q08629
LZTS1,Q9Y250
DUSP11,O75319
GALP,Q9UBC7
NDUFAF5,Q5TEU4
C2orf69,Q8N8R5
KIF19,Q2TAC6
C17orf112,F2Z3M2
AQP7,O14520
EMP3,P54852
ZNF812,P0C7V5
SH3RF2,Q8TEC5
C1orf56,Q9BUN1
PHTF2,Q8N3S3
PMS1,P54277
ZSCAN5B,A6NJL1
NIP7,Q9Y221
CXorf58,Q96LI9
KIF2B,Q8N4N8
TENM3,Q9P273
NIFK,Q9BYG3
DPY30,Q9C005
HTR1B,P28222
FAM120B,Q96EK7
RPL6,Q02878
KLHL15,Q96M94
MEI4,A8MW99
ZSCAN5C,A6NGD5
IL36RN,Q9UBH0
SGPL1,O95470
DDX18,Q9NVP1
CRELD1,Q96HD1
AGBL5,Q8NDL9
ZNF846,Q147U1
PLAC8L1,A1L4L8
NEK2,P51955
SLC25A10,Q9UBX3
PRDM15,P57071
TMED6,Q8WW62
DOLPP1,Q86YN1
PODN,Q7Z5L7
ZNF512,Q96ME7
SCAND3,Q6R2W3
HIST1H1E,P10412
KIAA1598,A0MZ66
GFRA2,O00451
RAD54B,Q9Y620
EPN2,O95208
LIPM,Q5VYY2
ZSCAN5A,Q9BUG6
HIST1H2BD,P58876
NFKBIA,P25963
AKAP11,Q9UKA4
ARMC2,Q8NEN0
ZNFX1,Q9P2E3
BOLA2B,Q9H3K6
CDC42SE1,Q9NRR8
APBB1,O00213
CCNDBP1,O95273
CALML4,Q96GE6
HIST1H2BE,P62807
IRAK1BP1,Q5VVH5
RANGRF,Q9HD47
LPGAT1,Q92604
TYW5,A2RUC4
SPANXN5,Q5MJ07
PSMB1,P20618
KLHL3,Q9UH77
PRRT3,Q5FWE3
AQP3,Q92482
SLC1A7,O00341
BAZ2A,Q9UIF9
NSFL1C,Q9UNZ2
XAGE5,Q8WWM1
ZNF660,Q6AZW8
LARP7,Q4G0J3
SPAST,Q9UBP0
RPS6KB2,Q9UBS0
FBXL12,Q9NXK8
DCTD,P32321
NOTCH4,Q99466
EIF2S3,P41091
TERF2,Q15554
IQCJ,Q1A5X6
TNFSF11,O14788
PCGF5,Q86SE9
UXS1,Q8NBZ7
RIMKLB,Q9ULI2
MYL6,P60660
CPT2,P23786
COX7C,P15954
FAM20C,Q8IXL6
FTSJ3,Q8IY81
RPS2,P15880
GABRA6,Q16445
SOX6,P35712
ZNF197,O14709
ZC3HAV1L,Q96H79
SEC62,Q99442
PPEF2,O14830
SRPK1,Q96SB4
C2CD2,Q9Y426
C6orf132,Q5T0Z8
FAM216B,Q8N7L0
ATP5I,P56385
MLLT11,Q13015
TSPAN14,Q8NG11
ZNF101,Q8IZC7
CLN6,Q9NWW5
GPX2,P18283
GGNBP1,Q5YKI7
INSM2,Q96T92
XAGE3,Q8WTP9
FSBP,O95073
CHPT1,Q8WUD6
KCNB1,Q14721
ZPBP2,Q6X784
TBP,P20226
CYB561A3,Q8NBI2
C1orf123,Q9NWV4
SLX1A,Q9BQ83
RPRML,Q8N4K4
PIGW,Q7Z7B1
SFI1,A8K8P3
FAM156B,Q8NDB6
PVRL2,Q92692
ZFX,P17010
ALS2CR11,Q53TS8
B4GALT4,O60513
GUCA1A,P43080
GALNT4,Q8N4A0
ZNF398,Q8TD17
GNB4,Q9HAV0
RAB15,P59190
PCBD1,P61457
FEM1B,Q9UK73
C3orf36,Q3SXR2
RNF151,Q2KHN1
CRAT,P43155
EMC3,Q9P0I2
ZDHHC8,Q9ULC8
ZBTB21,Q9ULJ3
TOM1L1,O75674
LHX5,Q9H2C1
CYB5B,O43169
NOC3L,Q8WTT2
UBL5,Q9BZL1
FAM105A,Q9NUU6
FEM1C,Q96JP0
MAGOH,P61326
CISD3,P0C7P0
CASKIN2,Q8WXE0
ZSCAN5D,P0CG00
EPSTI1,Q96J88
BRWD3,Q6RI45
GABPB2,Q8TAK5
ZNF14,P17017
C5orf15,Q8NC54
ARRB2,P32121
EFR3B,Q9Y2G0
C3orf18,Q9UK00
KLHL31,Q9H511
RPLP0,P05388
NOC4L,Q9BVI4
SLCO2A1,Q92959
COX14,Q96I36
CALY,Q9NYX4
PLXNA3,P51805
RTN4R,Q9BZR6
DOK2,O60496
PDGFA,P04085
TMEM143,Q96AN5
ZC3HAV1,Q7Z2W4
HIST1H4D,P62805
SESN1,Q9Y6P5
PDCD2,Q16342
PTGIS,Q16647
PDK3,Q15120
NOL6,Q9H6R4
ZNF506,Q5JVG8
HIST1H3D,P68431
TICAM2,Q86XR7
TIGD5,Q53EQ6
DNAJC15,Q9Y5T4
RORA,P35398
TSN,Q15631
PTCHD4,Q6ZW05
NAIP,Q13075
SULT1A3,P50224
ZNF582,Q96NG8
GPR55,Q9Y2T6
ZNF532,Q9HCE3
SEL1L2,Q5TEA6
CDC27,P30260
INTS7,Q9NVH2
CCNL2,Q96S94
GGNBP2,Q9H3C7
SYNGR4,O95473
MYL5,Q02045
HIST1H2AD,P20671
SCHIP1,Q9P0W5
PCGF2,P35227
UNC5B,Q8IZJ1
PRAP1,Q96NZ9
WWC2,Q6AWC2
PYCRL,Q53H96
SLC30A6,Q6NXT4
DGCR6L,Q9BY27
PCYT1B,Q9Y5K3
CCKAR,P32238
ELOVL3,Q9HB03
ZNF583,Q96ND8
SPATA3,Q8NHX4
ENOX1,Q8TC92
FETUB,Q9UGM5
C1orf63,Q9BUV0
PITX3,O75364
ESYT3,A0FGR9
TOMM40,O96008
MAK,P20794
VDAC1,P21796
TBL3,Q12788
PTPRCAP,Q14761
RBM19,Q9Y4C8
C11orf58,O00193
ZEB1,P37275
LARS,Q9P2J5
HECTD2,Q5U5R9
PIN1,Q13526
CCDC122,Q5T0U0
SLC35E3,Q7Z769
DNAH8,Q96JB1
XRN1,Q8IZH2
CERS5,Q8N5B7
TMED7,Q9Y3B3
TMEM138,Q9NPI0
BUB1,O43683
PDE11A,Q9HCR9
ANKRD18B,A2A2Z9
SEC11C,Q9BY50
DTNA,Q9Y4J8
PISD,Q9UG56
GGTLC3,B5MD39
APOE,P02649
LACC1,Q8IV20
GUCA1B,Q9UMX6
KDELR1,P24390
RYK,P34925
RIMBP3,Q9UFD9
FAM105B,Q96BN8
SMIM2,Q9BVW6
ZNF282,Q9UDV7
UMODL1,Q5DID0
PIK3R4,Q99570
GABRA1,P14867
KIAA1429,Q69YN4
SERP2,Q8N6R1
C2orf47,Q8WWC4
LRP8,Q14114
DTL,Q9NZJ0
B4GALT5,O43286
GRIN2D,O15399
EOGT,Q5NDL2
APOC1,P02654
TSPAN8,P19075
GRP,P07492
CHAT,P28329
SYT1,P21579
FUOM,A2VDF0
TUBG2,Q9NRH3
C2orf72,A6NCS6
PELI1,Q96FA3
HIST1H2BF,P62807
FAM8A1,Q9UBU6
TSTA3,Q13630
ITGA11,Q9UKX5
NUDT12,Q9BQG2
ARHGEF15,O94989
CORO1B,Q9BR76
C21orf128,Q8N2C9
USP41,Q3LFD5
ZNF667,Q5HYK9
HIST1H4E,P62805
TSC22D1,Q15714
RAX,Q9Y2V3
ADI1,Q9BV57
SNRNP27,Q8WVK2
ZNF212,Q9UDV6
GRWD1,Q9BQ67
PRSS3,P35030
OLFM2,O95897
MUT,P22033
ODF4,Q2M2E3
CDO1,Q16878
A2ML1,A8K2U0
HOXB4,P17483
KRBA2,Q6ZNG9
PPP2R4,Q15257
NOXO1,Q8NFA2
EFNA5,P52803
HIST1H2BG,P62807
TMEM216,Q9P0N5
C7orf34,Q96L11
ANKH,Q9HCJ1
POLA1,P09884
LAGE3,Q14657
HOXB5,P09067
WBP2,Q969T9
NFAT5,O94916
TBC1D19,Q8N5T2
DMRTB1,Q96MA1
NUFIP1,Q9UHK0
MRPS10,P82664
PRR14L,Q5THK1
CD2BP2,O95400
ARX,Q96QS3
HPX,P02790
RBMY1D,P0C7P1
HOXB6,P17509
GSDMB,Q8TAX9
SLC9A8,Q9Y2E8
MRPL20,Q9BYC9
RPL26,P61254
MAGEB18,Q96M61
MACROD2,A1Z1Q3
GBF1,Q92538
RNASEH1,O60930
NAAA,Q02083
MRPL19,P49406
GPR160,Q9UJ42
MAGEB6,Q8N7X4
FANCD2,Q9BXW9
ZNF471,Q9BX82
ADCK1,Q86TW2
UBE2R2,Q712K3
MAGEB5,Q9BZ81
GLIS1,Q8NBF1
GPR152,Q8TDT2
GPALPP1,Q8IXQ4
ZNF74,Q16587
TGM5,O43548
DCAF8L2,P0C7V8
ECHS1,P30084
PPP2R5A,Q15172
ORAI1,Q96D31
MAGEB10,Q96LZ2
NDRG2,Q9UN36
SEMA6C,Q9H3T2
RAPH1,Q70E73
TTC26,A0AVF1
MAX,P61244
CABP4,P57796
DCAF8L1,A6NGE4
ZNF253,O75346
LMAN2L,Q9H0V9
ARHGAP31,Q2M1Z3
GCM2,O75603
CPLX4,Q7Z7G2
RALGAPA1,Q6GYQ0
FBXL17,Q9UF56
APOC4,P55056
XPO7,Q9UIA9
PLEKHA7,Q6IQ23
LGALSL,Q3ZCW2
ANKRD65,E5RJM6
MXD1,Q05195
CNPY4,Q8N129
GTF2F2,P13984
GFER,P55789
ZNF93,P35789
APOC2,P02655
IL1RAPL1,Q9NZN1
HLA-DRB4,P13762
KCTD4,Q8WVF5
TMEM206,Q9H813
SH2D1A,O60880
IER5L,Q5T953
TNFAIP8L2,Q6P589
MAGEB2,O15479
HOXB7,P09629
CORO2B,Q9UQ03
RPS7,P62081
MAGEB3,O15480
METTL20,Q8IXQ9
PLEKHH3,Q7Z736
MAGEB4,O15481
KCNJ14,Q9UNX9
MAGEB1,P43366
NTMT1,Q9BV86
LRRC1,Q9BTT6
ZNF682,O95780
SYNGR3,O43761
MBLAC1,A4D2B0
TMEM237,Q96Q45
NENF,Q9UMX5
ABCG1,P45844
NR0B1,P51843
TMEM134,Q9H6X4
LMAN1,P49257
FAM156A,Q8NDB6
CXorf21,Q9HAI6
NUP153,P49790
LAMTOR4,Q0VGL1
ZNF35,P13682
C9orf50,Q5SZB4
GALNT5,Q7Z7M9
HEMK1,Q9Y5R4
CEP70,Q8NHQ1
TRERF1,Q96PN7
PHIP,Q8WWQ0
TGM7,Q96PF1
CPSF7,Q8N684
ZNF90,Q03938
GCFC2,P16383
MDM2,Q00987
SLC29A3,Q9BZD2
SPATS2L,Q9NUQ6
LGR5,O75473
PRKAR1B,P31321
ANP32A,P39687
SCNM1,Q9BWG6
ASB6,Q9NWX5
COL5A3,P25940
TMEM88B,A6NKF7
TFF3,Q07654
CISH,Q9NSE2
ATF3,P18847
ZNF502,Q8TBZ5
ITPR3,Q14573
RPL37,P61927
STIM2,Q9P246
B9D1,Q9UPM9
SPATA2,Q9UM82
RHD,Q02161
VWA1,Q6PCB0
CCBE1,Q6UXH8
TFF2,Q03403
ATG12,O94817
FLRT3,Q9NZU0
MORN3,Q6PF18
SCARF2,Q96GP6
PRRX2,Q99811
GCGR,P47871
FAM71A,Q8IYT1
LCMT2,O60294
TFF1,P04155
CLPTM1,O96005
ABCA6,Q8N139
CARD6,Q9BX69
PSMD1,Q99460
ZNF501,Q96CX3
FASTK,Q14296
GOLGA8B,A8MQT2
EVL,Q9UI08
BATF3,Q9NR55
AMN1,Q8IY45
PGAM2,P15259
NQO1,P15559
PTGES,O14684
ZNF598,Q86UK7
ZNF783,Q6ZMS7
DNAJC10,Q8IXB1
ACTL6A,O96019
TPT1,P13693
ANKRD26,Q9UPS8
CYTH2,Q99418
OST4,P0C6T2
ATAD3C,Q5T2N8
NPW,Q8N729
RNF114,Q9Y508
ATP2B1,P20020
TOR1B,O14657
LYSMD1,Q96S90
MFSD7,Q6UXD7
HEATR2,Q86Y56
TBC1D10B,Q4KMP7
ADAL,Q6DHV7
ZNF486,Q96H40
SMARCC2,Q8TAQ2
MAPKAPK3,Q16644
CNTNAP5,Q8WYK1
ZNF737,O75373
ZFP28,Q8NHY6
ANKK1,Q8NFD2
NDC1,Q9BTX1
GJD2,Q9UKL4
IL12A,P29459
KLHL22,Q53GT1
ZNF777,Q9ULD5
PMAIP1,Q13794
TOR1A,O14656
GK,P32189
MYLPF,Q96A32
MC4R,P32245
ZNF626,Q68DY1
ELOVL2,Q9NXB9
SDAD1,Q9NVU7
SNAI1,O95863
POLM,Q9NP87
NSL1,Q96IY1
RPS13,P62277
SRY,Q05066
CHCHD4,Q8N4Q1
HVCN1,Q96D96
ATAD3B,Q5T9A4
GABRG2,P18507
SDF2,Q99470
ZNF66,Q6ZN08
ZNF470,Q6ECI4
KAT6A,Q92794
ZNF48,Q96MX3
ACTC1,P68032
SLC25A30,Q5SVS4
C5orf42,Q9H799
TMEM39A,Q9NV64
C2orf62,Q7Z7H3
HOXB8,P17481
C3orf80,F5H4A9
UBAP2,Q5T6F2
SLC9A3R2,Q15599
TRIM3,O75382
EPAS1,Q99814
FBXL7,Q9UJT9
DRD2,P14416
PSMB3,P49720
ZNF71,Q9NQZ8
CDH20,Q9HBT6
FNIP1,Q8TF40
ZFR,Q96KR1
C9orf78,Q9NZ63
UBE2V1,Q13404
SMIM17,P0DL12
NRXN3,Q9Y4C0
C7,P10643
HOXB9,P17482
KIAA1143,Q96AT1
ZNF746,Q6NUN9
ZNF835,Q9Y2P0
PCGF3,Q3KNV8
RNF222,A6NCQ9
TMPRSS3,P57727
POMC,P01189
PAOX,Q6QHF9
TMOD4,Q9NZQ9
NOB1,Q9ULX3
CCDC121,Q6ZUS5
HIST1H2AE,P04908
MAGI2,Q86UL8
TMEM120B,A0PK00
HIST1H3E,P68431
TAB3,Q8N5C8
RPS4Y1,P22090
AIP,O00170
PIK3C2A,O00443
ZSCAN29,Q8IWY8
COLEC11,Q9BWP8
HIST1H1D,P16402
FTHL17,Q9BXU8
SMIM13,P0DJ93
NTHL1,P78549
PRY2,O14603
AP3M2,P53677
HIST1H4F,P62805
SLC18A3,Q16572
RELB,Q01201
GPR173,Q9NS66
C10orf53,Q8N6V4
PHC3,Q8NDX5
KIF16B,Q96L93
RNF152,Q8N8N0
SEPT1,Q8WYJ6
DCAF12,Q5T6F0
PTPN11,Q06124
SH2D4B,Q5SQS7
GYPC,P04921
TATDN3,Q17R31
AFTPH,Q6ULP2
LMTK3,Q96Q04
RDH8,Q9NYR8
COG3,Q96JB2
YIPF1,Q9Y548
TAF3,Q5VWG9
TENM1,Q9UKZ4
TMEM43,Q9BTV4
NDEL1,Q9GZM8
CLDN22,Q8N7P3
GTF2H2,Q13888
RHOF,Q9HBH0
ZIM2,Q9NZV7
CLDN24,A6NM45
NDUFA4L2,Q9NRX3
ZNF430,Q9H8G1
SULT2B1,O00204
PAPOLB,Q9NRJ5
USP20,Q9Y2K6
C7orf43,Q8WVR3
VPS72,Q15906
AQR,O60306
ASPRV1,Q53RT3
TMPRSS5,Q9H3S3
CEP57L1,Q8IYX8
CDKN2AIP,Q9NXV6
UBASH3A,P57075
DEPDC5,O75140
ARFIP2,P53365
SPESP1,Q6UW49
C19orf66,Q9NUL5
PCBP1,Q15365
AP3S1,Q92572
FAM83E,Q2M2I3
HRG,P04196
PRAC1,Q96KF2
TSPYL2,Q9H2G4
RGPD3,A6NKT7
FAM194B,Q5W0A0
TMUB1,Q9BVT8
ING2,Q9H160
GPN1,Q9HCN4
TUBGCP4,Q9UGJ1
TBC1D12,O60347
HMGN5,P82970
MMD2,Q8IY49
SPERT,Q8NA61
DHRS11,Q6UWP2
SLC11A1,P49279
UBAP1,Q9NZ09
MARCH11,A6NNE9
VPS13C,Q709C8
ADAM12,O43184
C1orf227,Q537H7
OR2J1,Q9GZK6
SIAH3,Q8IW03
ZNF771,Q7L3S4
ERVFRD-1,P60508
IFT80,Q9P2H3
CDH23,Q9H251
RASA1,P20936
FUT8,Q9BYC5
RBAK-RBAKDN,A6NC62
DIO1,P49895
RSPH1,Q8WYR4
RWDD4,Q6NW29
PCDH7,O60245
RBMY1F,Q15415
RBAK,Q9NYW8
SDHAF2,Q9NX18
MAPRE2,Q15555
SUN1,O94901
PITPNM1,O00562
ANGPTL6,Q8NI99
TCF7,P36402
SLC37A1,P57057
STAC3,Q96MF2
LIMA1,Q9UHB6
OGDHL,Q9ULD0
EMILIN1,Q9Y6C2
C2orf42,Q9NWW7
TMF1,P82094
ZW10,O43264
FLVCR1,Q9Y5Y0
NPM2,Q86SE8
CCDC93,Q567U6
ABCC5,O15440
CLDN25,C9JDP6
ZNF770,Q6IQ21
ESRP1,Q6NXG1
NEDD9,Q14511
DCTPP1,Q9H773
KIF24,Q5T7B8
H3F3C,Q6NXT2
CCNG1,P51959
SIRPB2,Q5JXA9
AMOTL2,Q9Y2J4
FNBP1,Q96RU3
HOXB13,Q92826
LRRTM4,Q86VH4
TMEM189,A5PLL7
ZC3H13,Q5T200
HIST1H4G,Q99525
CLASRP,Q8N2M8
NUCB2,P80303
NUDT2,P50583
HSPB11,Q9Y547
CPLX1,O14810
KIF15,Q9NS87
TMEM50A,O95807
KIAA1161,Q6NSJ0
COX11,Q9Y6N1
KIAA1551,Q9HCM1
NUDCD2,Q8WVJ2
DPH6,Q7L8W6
NRG3,P56975
VASH2,Q86V25
DCAF12L2,Q5VW00
PSMC5,P62195
ZNF622,Q969S3
KNG1,P01042
DCAF12L1,Q5VU92
FER,P16591
SPACA4,Q8TDM5
SIRPD,Q9H106
CXorf64,B1ATL7
ACTRT1,Q8TDG2
CEBPB,P17676
GAL3ST4,Q96RP7
C9orf24,Q8NCR6
WWP2,O00308
MLIP,Q5VWP3
ERMN,Q8TAM6
UBR2,Q8IWV8
PIGN,O95427
CPB2,Q96IY4
ZNF397,Q8NF99
TSEN54,Q7Z6J9
TTLL6,Q8N841
PHC1,P78364
BTBD17,A6NE02
PEG3,Q9GZU2
ATP5B,P06576
ZFY,P08048
MED11,Q9P086
PPAN,Q9NQ55
RBM27,Q9P2N5
SIRPB1,O00241
HNRNPA0,Q13151
PTPN1,P18031
GPR142,Q7Z601
FANCD2OS,Q96PS1
TIMM10B,Q9Y5J6
WIPI2,Q9Y4P8
SETD1B,Q9UPS6
NLRC4,Q9NPP4
HIST1H3F,P68431
BICD1,Q96G01
PIP4K2B,P78356
NOX5,Q96PH1
GPSM1,Q86YR5
ANK2,Q01484
SEPHS2,Q99611
POGLUT1,Q8NBL1
LRRC42,Q9Y546
BRK1,Q8WUW1
SYCP3,Q8IZU3
ATAD3A,Q9NVI7
HIST1H2BH,Q93079
C22orf24,Q9Y442
KHK,P50053
HIST1H3G,P68431
RPL18,Q07020
FBRSL1,Q9HCM7
VHL,P40337
ORMDL3,Q8N138
FAM195B,C9JLW8
MYOT,Q9UBF9
HIST1H2BI,P62807
PJA2,O43164
YWHAH,Q04917
LDLRAD1,Q5T700
PAWR,Q96IZ0
PPP1R32,Q7Z5V6
GPR107,Q5VW38
FAM134B,Q9H6L5
TMEM240,Q5SV17
HIST1H4H,P62805
DMD,P11532
SIRPG,Q9P1W8
PDK1,Q15118
CCER1,Q8TC90
C15orf41,Q9Y2V0
LRRC10B,A6NIK2
ANGEL2,Q5VTE6
PPP1R3C,Q9UQK1
DIO2,Q92813
PIP5K1A,Q99755
NCR3LG1,Q68D85
MROH2B,Q7Z745
MDFIC,Q9P1T7
ARAP2,Q8WZ64
HMGN3,Q15651
YIPF4,Q9BSR8
SSU72,Q9NP77
MRM1,Q6IN84
LCP1,P13796
FAM65C,Q96MK2
MED15,Q96RN5
IRAK2,O43187
OR5V1,Q9UGF6
TRAPPC11,Q7Z392
SMARCA1,P28370
NCS1,P62166
UBL4A,P11441
AGAP3,Q96P47
USP28,Q96RU2
ZNF714,Q96N38
FAM219A,Q8IW50
EPYC,Q99645
CWC25,Q9NXE8
CDK2AP2,O75956
DNHD1,Q96M86
CXCL16,Q9H2A7
TATDN2,Q93075
KERA,O60938
SYT7,O43581
CXCL9,Q07325
LRRC63,Q05C16
SPHK2,Q9NRA0
ST6GAL2,Q96JF0
PKD2L2,Q9NZM6
ZSCAN30,Q86W11
SNRPB2,P08579
C1orf233,F2Z333
SLC10A3,P09131
GAK,O14976
ZNF431,Q8TF32
SIRPA,P78324
NFKB2,Q00653
KRBA1,A5PL33
GATA3,P23771
REG3G,Q6UW15
XPC,Q01831
NOS2,P35228
TGIF2LY,Q8IUE0
GPC2,Q8N158
USP29,Q9HBJ7
ZNF708,P17019
ZNF623,O75123
GLCE,O94923
MAN2A1,Q16706
MYL4,P12829
HMMR,O75330
VAX1,Q5SQQ9
SLC5A1,P13866
PARD6B,Q9BYG5
ZIM3,Q96PE6
DNMT3A,Q9Y6K1
ZNF738,Q8NE65
CD28,P10747
PDYN,P01213
ITGAL,P20701
HMCN2,Q8NDA2
STOX2,Q9P2F5
ZNF24,P17028
KCNJ11,Q14654
PCDH11Y,Q9BZA8
DUXA,A6NLW8
C2orf88,Q9BSF0
AEBP1,Q8IUX7
GNAI1,P63096
FGF17,O60258
TMEM130,Q8N3G9
TMEM247,A6NEH6
ZNF264,O43296
STK35,Q8TDR2
KCNK18,Q7Z418
BCAS4,Q8TDM0
PAQR5,Q9NXK6
ZNF493,Q6ZR52
MSTN,O14793
LSM3,P62310
P2RX2,Q9UBL9
ZFC3H1,O60293
TNKS2,Q9H2K2
FRZB,Q92765
